"English_name","Scientific_name","X3A_CODE"
"Kern brook lamprey","Entosphenus hubbsi","IJY"
"Pitâ€“Klamath brook lamprey","Entosphenus lethophagus","IJZ"
"Vancouver lamprey","Entosphenus macrostomus","IKD"
"Miller Lake lamprey","Entosphenus minimus","IKE"
"Klamath lamprey","Entosphenus similis","IKF"
"Jacona lamprey","Tetrapleurodon geminis","IKV"
"Chapala lamprey","Tetrapleurodon spadiceus","IKW"
"Lampreys nei","Petromyzontidae","LAS"
"Chilean lamprey","Mordacia lapicida","ICE"
NA,"Mordacia praecox","ICF"
"Australian lamprey","Mordacia mordax","LAK"
"Pouched lamprey","Geotria australis","LAE"
"Milkfish","Chanos chanos","MIL"
"Three-spined stickleback","Gasterosteus aculeatus","GTA"
NA,"Gasterosteus crenobiontus","GUO"
"Blackspotted stickleback","Gasterosteus wheatlandi","GUW"
"Sticklebacks","Gasterosteus spp","SKB"
"Brook stickleback","Culaea inconstans","CUZ"
"Ninespine stickleback","Pungitius pungitius","GPT"
"Southern ninespine stickleback","Pungitius platygaster","PNY"
"Sea stickleback","Spinachia spinachia","GSS"
"Fourspine stickleback","Apeltes quadracus","AQD"
"Sticklebacks nei","Gasterosteidae","GHZ"
"Barramundi(=Giant seaperch)","Lates calcarifer","GIP"
"Striped bass","Morone saxatilis","STB"
"White perch","Morone americana","PEW"
"Atlantic seabasses","Morone spp","BSA"
"Diadromous fishes nei","Actinopterygii","DIA"
"Arctic flounder","Liopsetta glacialis","IKZ"
"Mediterranean scaldfish","Arnoglossus laterna","MSF"
"Imperial scaldfish","Arnoglossus imperialis","RLI"
"Thor's scaldfish","Arnoglossus thori","RNH"
"Cape scaldfish","Arnoglossus capensis","RGK"
"Scaldback","Arnoglossus kessleri","RKZ"
"Spotless lefteye flounder","Arnoglossus aspilos","QXO"
"Drab flounder","Arnoglossus tapeinosoma","QXP"
"RÃ¼ppell's scaldback","Arnoglossus rueppelii","QFE"
"Scaldfishes nei","Arnoglossus spp","RGX"
"Angler flatfish","Asterorhombus fijiensis","TOJ"
"Blue flounder","Crossorhombus azureus","CBZ"
"Speckled-tail flounder","Engyophrys sanctilaurentii","EGS"
NA,"Japonolaeops dentatus","JPD"
"Wide-mouthed flounder","Kamoharaia megastoma","KAM"
"Crested flounder","Lophonectes gallus","LFG"
"Crosseyed flounder","Neolaeops microphthalmus","NLM"
NA,"Parabothus coarctatus","BPK"
"Striped-fin flounder","Perissias taeniopterus","ESO"
NA,"Psettina brevirictis","BSV"
NA,"Taeniopsetta ocellata","TPK"
NA,"Tosarhombus neocaledonicus","TBN"
"Caribbean flounder","Trichopsetta caribbaea","TSJ"
"Wide-eyed flounder","Bothus podas","OUB"
"Pacific eyed flounder","Bothus constellatus","OHT"
"Peacock flounder","Bothus lunatus","OTL"
"Mottled flounder","Bothus maculiferus","BWM"
"Leopard flounder","Bothus pantherinus","OUN"
"Flowery flounder","Bothus mancus","BTK"
"Eyed flounder","Bothus ocellatus","OUO"
NA,"Chascanopsetta crumenalis","BKU"
"Pelican flounder","Chascanopsetta lugubris","NBG"
"Slim flounder","Monolene antillarum","BML"
"Martensâ€™ moonflounder","Monolene mertensi","BVJ"
"Largescale flounder","Engyprosopon grandisquama","EGG"
"Clear fin-base flounder","Laeops clarus","LKU"
"GÃ¼nther's flounder","Laeops guentheri","KZR"
"Threespot flounder","Grammatobothus polyophthalmus","GRH"
"Lefteye flounders nei","Bothidae","LEF"
"Scale-eye plaice","Acanthopsetta nadeshnyi","NTJ"
"Atlantic halibut","Hippoglossus hippoglossus","HAL"
"Pacific halibut","Hippoglossus stenolepis","HAP"
"Banded-fin flounder","Azygopus pinnifasciatus","AZP"
"European plaice","Pleuronectes platessa","PLE"
"Arctic flounder","Pleuronectes glacialis","EOG"
"Alaska plaice","Pleuronectes quadrituberculatus","ALP"
NA,"Pleuronectes orbignyana","EOO"
NA,"Pleuronectes putnami","EOM"
"Cresthead flounder","Pleuronectes schrenki","EOK"
"English sole","Pleuronectes vetulus","RFE"
"Greenland halibut","Reinhardtius hippoglossoides","GHL"
"Rikuzen flounder","Dexistes rikuzenius","DXR"
"Deep-sea sole","Embassichthys bathybius","EBH"
"Arrowtooth flounder","Atheresthes stomias","ARF"
"Kamchatka flounder","Atheresthes evermanni","KAF"
"Petrale sole","Eopsetta jordani","EOJ"
"Shotted halibut","Eopsetta grigorjewi","EPW"
"Witch flounder","Glyptocephalus cynoglossus","WIT"
"Rex sole","Glyptocephalus zachirus","GLZ"
"Willowy flounder","Glyptocephalus kitaharai","TKA"
"Comb flounder","Marleyella bicolorata","MBC"
"Amer. plaice(=Long rough dab)","Hippoglossoides platessoides","PLA"
"Flathead flounder","Hippoglossoides dubius","HGD"
"Flathead sole","Hippoglossoides elassodon","FTS"
"Narrow-body righteye flounder","Nematops chui","NMH"
"Peppered flounder","Paralichthodes algoensis","LDK"
"Southern lemon sole","Pelotretis flavilatus","EOL"
"Speckled sole","Peltorhamphus latus","EOT"
"New Zealand sole","Peltorhamphus novaezeelandiae","ZNZ"
"Tudor's flounder","Ammotretis lituratus","MJR"
"Longsnout flounder","Ammotretis rostratus","MJO"
"Yellowfin sole","Limanda aspera","YES"
"Yellowtail flounder","Limanda ferruginea","YEL"
"Common dab","Limanda limanda","DAB"
"Longhead dab","Limanda proboscidea","EOR"
NA,"Limanda punctatissima","EON"
"Sakhalin sole","Limanda sakhalinensis","LKQ"
"Limandas nei","Limanda spp","YEX"
NA,"Clidoderma asperrimum","CDJ"
NA,"Psammodiscus ocellatus","DUO"
"Rock sole","Lepidopsetta bilineata","ROS"
"Dusky sole","Lepidopsetta mochigarei","LSO"
"Northern rock sole","Lepidopsetta polyxystra","KZC"
"Slender sole","Lyopsetta exilis","LYW"
"Slime flounder","Microstomus achne","MJC"
"Dover sole","Microstomus pacificus","MIP"
"Lemon sole","Microstomus kitt","LEM"
"Derwent flounder","Taratretis derwentensis","TDW"
"European flounder","Platichthys flesus","FLE"
"Stone flounder","Platichthys bicoloratus","KAB"
"Starry flounder","Platichthys stellatus","PWQ"
"Baltic flounder","Platichthys solemdali","QDQ"
"Flounders nei","Platichthys spp","BZQ"
"Pacific sand sole","Psettichthys melanostictus","YSE"
"Yellow striped flounder","Pseudopleuronectes herzenst.","YFL"
"Winter flounder","Pseudopleuronectes americanus","FLW"
"Marbled flounder","Pseudopleuronectes yokohamae","LNY"
NA,"Pseudopleuronectes obscurus","IOO"
"Remo flounder","Oncopterus darwinii","ONW"
"Sand flounder","Rhombosolea plebeia","RMP"
"Greenback flounder","Rhombosolea tapirina","ROP"
"Yellowbelly flounder","Rhombosolea leporina","ROF"
"Sand flounders nei","Rhombosolea spp","FSA"
"Barfin flounder","Verasper moseri","VSM"
"Spotted halibut","Verasper variegatus","VSV"
"Ridged-eye flounder","Pleuronichthys cornutus","NYC"
"Curlfin sole","Pleuronichthys decurrens","NYD"
"Hornyhead turbot","Pleuronichthys verticalis","NYV"
"C-O sole","Pleuronichthys coenosus","EOE"
"Diamond turbot","Pleuronichthys guttulatus","HGL"
"SÃ´hachi","Cleisthenes pinetorum","CJJ"
"Pointhead flounder","Cleisthenes herzensteini","HZJ"
"Butter sole","Isopsetta isolepis","ISI"
NA,"Colistium guntheri","OIG"
NA,"Colistium nudipinnis","OIN"
NA,"Poecilopsetta albomaculata","OIO"
"Coloured righteye flounder","Poecilopsetta colorata","OCF"
"Righteye flounders nei","Pleuronectidae","PLZ"
"Black sole","Achlyopa nigra","HNG"
NA,"Bathysolea lactea","YOL"
NA,"Bathysolea polli","YNW"
"Deep water sole","Bathysolea profundicola","YMW"
"Solenette","Buglossidium luteum","GSM"
NA,"Dagetichthys lakdoensis","DAK"
"Portuguese sole","Dagetichthys lusitanicus","YNU"
"Tufted sole","Dexillus muelleri","DXU"
NA,"Liachirus melanospilus","LKE"
"Common sole","Solea solea","SOL"
NA,"Solea humilis","OLJ"
"Ovate sole","Solea ovata","OAO"
"Senegalese sole","Solea senegalensis","OAL"
"Blackhand sole","Solea bleekeri","OLK"
"Egyptian sole","Solea aegyptiaca","EGY"
"Elongate sole","Solea elongata","SZI"
"Stanaland's sole","Solea stanalandi","QFQ"
NA,"Solea spp","SOO"
"Dwarf sole","Parachirus xenicus","HUX"
"Spotted sole","Phyllichthys punctatus","YCP"
"Wavyband sole","Pseudaesopia japonica","UDJ"
NA,"Achiroides leucorhynchos","ILY"
NA,"Achiroides melanorhynchus","IME"
NA,"Rhinosolea microlepidota","RNK"
"Wedge sole","Dicologlossa cuneata","CET"
"Ocellated wedge sole","Dicologlossa hexophthalma","DHZ"
NA,"Soleichthys siammakuti","SLJ"
NA,"Typhlachirus caecus","YFA"
"Whiskered sole","Monochirus hispidus","MHH"
"African solenette","Vanstraelenia chirophthalmus","VNC"
"Peacock sole","Pardachirus pavoninus","ADJ"
"Finless sole","Pardachirus marmoratus","ADT"
NA,"Zebrias fasciatus","ZBF"
"Zebra sole","Zebrias zebra","ZBZ"
"Fringefin zebra sole","Zebrias quagga","ZBQ"
"Convict zebra sole","Zebrias captivus","ZMA"
"Indian zebra sole","Zebrias synapturoides","ZMH"
"Unicorn sole","Aesopia cornuta","OIC"
"Bamboo sole","Heteromycteris japonica","HJO"
"Cape sole","Heteromycteris capensis","HMP"
"True sole","Heteromycteris proboscideus","ICI"
NA,"Aseraggodes kaianus","GGK"
NA,"Aseraggodes kobensis","RGO"
"Narrowbanded sole","Aseraggodes macleayanus","RGY"
NA,"Aseraggodes cyaneus","QDZ"
"Commerson's sole","Synaptura commersonnii","YNC"
"White-margined sole","Synaptura marginata","YNG"
NA,"Synaptura albomaculata","YNB"
"Guinean sole","Synaptura cadenati","YNY"
"West coast sole","Austroglossus microlepis","SOW"
"Mud sole","Austroglossus pectoralis","SOE"
"Southeast Atlantic soles nei","Austroglossus spp","SOA"
NA,"Microchirus azevia","MIA"
"Foureyed sole","Microchirus ocellatus","MRK"
"Thickback sole","Microchirus variegatus","MKG"
"Bastard sole","Microchirus theophila","MZT"
"Lusitanian sole","Microchirus boscanion","QOI"
"Frechkopâ€™s sole","Microchirus frechkopi","QOJ"
"Banded sole","Microchirus wittei","QOK"
"Thickback soles nei","Microchirus spp","THS"
"Klein's sole","Synapturichthys kleinii","KSY"
"Cyclope sole","Pegusa triophthalma","WIO"
"Cadenat's sole","Pegusa cadenati","WZA"
"Sand sole","Pegusa lascaris","SOS"
"Adriatic sole","Pegusa impar","OAM"
"Snouted sole","Pegusa nasuta","OAS"
"Oriental sole","Brachirus orientalis","WLL"
"Black sole","Brachirus niger","WZN"
"Soles nei","Soleidae","SOX"
NA,"Cynoglossus robustus","YOT"
"Fourlined tonguesole","Cynoglossus bilineatus","YOB"
"Carrot tonguesole","Cynoglossus dubius","YOD"
"Long tongue sole","Cynoglossus lingua","YOG"
"Bengal tongue sole","Cynoglossus cynoglossus","YOY"
NA,"Cynoglossus microlepis","YOO"
"Speckled tonguesole","Cynoglossus puncticeps","YOP"
"Genko sole","Cynoglossus interruptus","YON"
"Largescale tonguesole","Cynoglossus arel","YOR"
"Bengal toungesole","Cynoglossus semifasciatus","YOF"
"Red tonguesole","Cynoglossus joyneri","YOJ"
"Malabar tonguesole","Cynoglossus macrostomus","YOM"
NA,"Cynoglossus semilaevis","YOV"
"Canary tonguesole","Cynoglossus canariensis","YOI"
"Three-lined tounge sole","Cynoglossus abbreviatus","YOA"
"Senegalese tonguesole","Cynoglossus senegalensis","YOE"
"Roughscale tonguesole","Cynoglossus lida","YOS"
"Zanzibar tonguesole","Cynoglossus zanzibarensis","YOZ"
"Nigerian tonguesole","Cynoglossus browni","YOW"
"Ghanian tonguesole","Cynoglossus cadenati","YQF"
"Guinean tonguesole","Cynoglossus monodi","YQG"
"Tonguesole nei","Cynoglossus spp","YOX"
NA,"Paraplagusia blochii","GSJ"
"Doublelined tonguesole","Paraplagusia bilineata","KSV"
"Blackbelly tonguesole","Symphurus strictus","YFK"
NA,"Symphurus orientalis","YFE"
"California tonguefish","Symphurus atricaudus","YFR"
"Duskycheek tonguefish","Symphurus plagusia","YFS"
"Ginsburg's tonguefish","Symphurus ginsburgi","YFI"
"Elongate tonguesole","Symphurus ligulatus","YFU"
"Blackcheek tonguefish","Symphurus plagiusa","YFP"
NA,"Symphurus tessellatus","YFJ"
"Vanmelleâ€™s tonguefish","Symphurus vanmelleae","YQI"
NA,"Symphurus macrophthalmus","YZU"
"Double-spot tonguesole","Symphurus ocellatus","YWS"
NA,"Symphurus nigrescens","YVL"
"Tonguefishes","Cynoglossidae","TOX"
"Norwegian topknot","Phrynorhombus norvegicus","FRN"
"Megrim","Lepidorhombus whiffiagonis","MEG"
"Four-spot megrim","Lepidorhombus boscii","LDB"
"Megrims nei","Lepidorhombus spp","LEZ"
"Topknot","Zeugopterus punctatus","ZGP"
"EckstrÃ¶m's topknot","Zeugopterus regius","ZLR"
"Brill","Scophthalmus rhombus","BLL"
"Windowpane flounder","Scophthalmus aquosus","FLD"
"Turbot","Scophthalmus maximus","TUR"
"Turbots nei","Scophthalmidae","SCF"
"Spotted flounder","Citharus linguatula","CIL"
"Yellow-dabbled flounder","Brachypleura novaezeelandiae","RYZ"
NA,"Citharoides axillaris","ITX"
"Branched ray flounder","Citharoides macrolepidotus","ITR"
"Twospot largescale flounder","Citharoides macrolepis","ITO"
"Scale-eyed flounder","Lepidoblepharon ophthalmolepis","LDF"
"Citharids nei","Citharidae","CIT"
"Indian halibut","Psettodes erumei","HAI"
"Spottail spiny turbot","Psettodes belcheri","SOT"
"Spiny turbot","Psettodes bennettii","PSB"
"Spiny turbots nei","Psettodidae","HPX"
"Cyclope flounder","Ancylopsetta cycloidea","NYL"
"Three-spot flounder","Ancylopsetta dendritica","NYR"
"Shrimp flounder","Gastropsetta frontalis","GPF"
NA,"Tarphops elegans","TFE"
NA,"Tephrinectes sinensis","TFS"
"Fantail flounder","Xystreurys liolepis","XYL"
"Bigmouth sanddab","Citharichthys gilberti","IYI"
"Pacific sanddab","Citharichthys sordidus","IYO"
"Speckled sanddab","Citharichthys stigmaeus","IYM"
"Smooth flounder","Citharichthys stampflii","IYT"
"Gulf Stream flounder","Citharichthys arctifrons","IYR"
"Sand whiff","Citharichthys arenaceus","IYE"
"Anglefin whiff","Citharichthys gymnorhinus","IYY"
"Bay whiff","Citharichthys spilopterus","IYP"
"Toothed flounder","Cyclopsetta querna","YLQ"
"God's flounder","Cyclopsetta panamensis","YLP"
"Mexican flounder","Cyclopsetta chittendeni","YLZ"
"Fringed flounder","Etropus crossotus","UCO"
"Peruvian flounder","Etropus peruvianus","UPE"
"Smallmouth flounder","Etropus microstomus","UMI"
"Bigeye flounder","Hippoglossina macrops","HGO"
"Bigmouth flounder","Hippoglossina stomata","HJS"
"Flounders nei","Hippoglossina spp","IPF"
"Bastard halibut","Paralichthys olivaceus","BAH"
"Brazilian flounder","Paralichthys brasiliensis","YSL"
"California flounder","Paralichthys californicus","YSF"
"Speckled flounder","Paralichthys woolmani","YSW"
"Summer flounder","Paralichthys dentatus","FLS"
"Fourspot flounder","Paralichthys oblongus","YSO"
"Gulf flounder","Paralichthys albigutta","YSB"
"Southern flounder","Paralichthys lethostigma","YSH"
"Fine flounder","Paralichthys adspersus","RIE"
"Patagonian flounder","Paralichthys patagonicus","QPP"
NA,"Paralichthys isosceles","YSV"
"Tropical flounder","Paralichthys tropicus","RJZ"
"Bastard halibuts nei","Paralichthys spp","BAX"
"Deep flounder","Pseudorhombus elevatus","UHE"
"Roughscale flounder","Pseudorhombus oligodon","UHO"
"Largetooth flounder","Pseudorhombus arsius","UHA"
"Javan flounder","Pseudorhombus javanicus","UHJ"
"Cinnamon flounder","Pseudorhombus cinnamoneus","CIF"
"Fivespot flounder","Pseudorhombus pentophthalmus","UHP"
"Three spotted flounder","Pseudorhombus triocellatus","UHT"
"Malayan flounder","Pseudorhombus malayanus","UHG"
NA,"Pseudorhombus spp","UKX"
"Shoal flounder","Syacium gunteri","YAG"
"Beach flounder","Syacium latifrons","YAL"
"Channel flounder","Syacium micrurum","YAM"
"Dusky flounder","Syacium papillosum","YZS"
"Papillose flounder","Syacium guineensis","YGL"
NA,"Cephalopsetta ventrocellatus","YDY"
"Drab sole","Achirus achirus","HIK"
"Lined sole","Achirus lineatus","ULI"
"Mazatlan sole","Achirus mazatlanus","UMZ"
"Network sole","Achirus scutum","UTV"
NA,"Gymnachirus melas","GHM"
"Hogchoker","Trinectes maculatus","TMT"
"Longtail sole","Apionichthys dumerili","IYD"
NA,"Catathyridium jenynsii","UYC"
NA,"Achiropsetta slavae","HOV"
"Prickly flounder","Achiropsetta tricholepis","HHJ"
"Antarctic armless flounder","Mancopsetta maculata","MMM"
"Pigmy flounder","Pseudomancopsetta andriashevi","UMA"
"Finless flounder","Neoachiropsetta milfordi","PAZ"
"Tongue flatfish","Plagiopsetta glossa","LGG"
"Cockatoo righteye flounder","Samaris cristatus","ISS"
"Huysman's righteye flounder","Samariscus huysmani","IUH"
"Flatfishes nei","Pleuronectiformes","FLX"
"Smalleye moray cod","Muraenolepis microps","MOY"
"Marbled moray cod","Muraenolepis marmorata","MVC"
"Patagonian moray cod","Muraenolepis orangiensis","MWO"
NA,"Muraenolepis andriashevi","QMZ"
NA,"Muraenolepis evseenkoi","EZK"
"Moray cods nei","Muraenolepis spp","MRL"
"Smallhead moray cod","Notomuraenobathys microcephalus","MWS"
"Ahuru","Auchenoceros punctatus","AEU"
"Dwarf codling","Austrophycis marginata","AIM"
"Tasmanian codling","Eeyorius hutchinsi","EEH"
"Beardless codling","Gadella imberbis","GDI"
"Gadella","Gadella maraldi","GDL"
"Slender codling","Halargyreus johnsonii","MHJ"
"Longfin codling","Laemonema longipes","LMG"
"Guinean codling","Laemonema laureysi","LML"
"Codling","Laemonema yarrelli","KZT"
"Beardie","Lotella phycis","LTP"
"Bighead mora","Microlepidium verecundum","MLV"
"Tadpole cod","Momonatira globosus","MMG"
"Common mora","Mora moro","RIB"
"Black codling","Physiculus dalwigki","PSW"
"Japanese codling","Physiculus japonica","PSJ"
"Metallic codling","Physiculus fulvus","JPS"
"Brown codling","Physiculus huloti","JPA"
NA,"Physiculus natalensis","JKO"
NA,"Physiculus spp","PQO"
"Red codling","Pseudophycis bachus","NEC"
"Southern bastard codling","Pseudophycis barbata","PBR"
"Northern bastard codling","Pseudophycis breviuscula","PBV"
NA,"Rhynchogadus hepaticus","RYT"
NA,"Svetovidovia lucullus","SVL"
"Grenadier cod","Tripterophycis gilchristi","TPG"
"Mediterranean codling","Lepidion lepidion","LPJ"
"North Atlantic codling","Lepidion eques","LPS"
NA,"Lepidion guentheri","LPH"
"Patagonian codling","Lepidion ensiferus","LPE"
"Small-headed cod","Lepidion microcephalus","LMF"
"Lepidion codlings nei","Lepidion spp","LEV"
"Blue antimora","Antimora rostrata","ANT"
"Tadpole codling","Salilota australis","SAO"
NA,"Guttigadus latifrons","IOW"
"Moras nei","Moridae","MOR"
"Unicorn cod","Bregmaceros mcclellandi","UNC"
"Antenna codlet","Bregmaceros atlanticus","BMA"
"Smallscale codlet","Bregmaceros nectabanus","BVQ"
"Big-eye unicorn-cod","Bregmaceros rarisquamosus","UGS"
NA,"Bregmaceros spp","VKX"
"Tusk(=Cusk)","Brosme brosme","USK"
"Atlantic cod","Gadus morhua","COD"
"Pacific cod","Gadus macrocephalus","PCO"
"Greenland cod","Gadus ogac","GRC"
"Alaska pollock(=Walleye poll.)","Gadus chalcogrammus","ALK"
"Northern cods nei","Gadus spp","CDZ"
"Spanish ling","Molva macrophthalma","SLI"
"Lings nei","Molva spp","LNZ"
"Greater forkbeard","Phycis blennoides","GFB"
"Forkbeard","Phycis phycis","FOR"
"Longfin hake","Phycis chesteri","GPE"
"Forkbeards nei","Phycis spp","FOX"
"Brazilian codling","Urophycis brasiliensis","HKU"
"Red hake","Urophycis chuss","HKR"
"White hake","Urophycis tenuis","HKW"
"Carolina hake","Urophycis earllii","URE"
"Southern codling","Urophycis floridana","URF"
"Spotted codling","Urophycis regia","URG"
"Gulf hake","Urophycis cirrata","URI"
"Urophycis nei","Urophycis spp","URZ"
"Haddock","Melanogrammus aeglefinus","HAD"
"Tadpole fish","Raniceps raninus","RCR"
"Navaga(=Wachna cod)","Eleginus nawaga","COW"
"Saffron cod","Eleginus gracilis","SAF"
"Pacific tomcod","Microgadus proximus","MGX"
"Atlantic tomcod","Microgadus tomcod","TOM"
"Saithe(=Pollock)","Pollachius virens","POK"
"Pollack","Pollachius pollachius","POL"
"Norwegian pollock","Theragra finnmarchica","TEF"
"Polar cod","Boreogadus saida","POC"
"Artic cod","Arctogadus glacialis","ATG"
"East Siberian cod","Arctogadus borisovi","ATV"
"Silvery pout","Gadiculus argenteus","GDG"
"Fivebeard rockling","Ciliata mustela","LCM"
"Northern rockling","Ciliata septentrionalis","GCS"
NA,"Ciliata spp","GCQ"
"Norway pout","Trisopterus esmarkii","NOP"
"Poor cod","Trisopterus minutus","POD"
"Pouting(=Bib)","Trisopterus luscus","BIB"
"Trisopterus nei","Trisopterus spp","XOD"
"Blue whiting(=Poutassou)","Micromesistius poutassou","WHB"
"Southern blue whiting","Micromesistius australis","POS"
"Whiting","Merlangius merlangus","WHG"
"Fourbeard rockling","Enchelyopus cimbrius","ENC"
NA,"Lyconus brachycolus","LYB"
NA,"Lyconus pinnatus","KXP"
NA,"Lyconodes argenteus","LYG"
"European hake","Merluccius merluccius","HKE"
"Senegalese hake","Merluccius senegalensis","HKM"
"Southern hake","Merluccius australis","HKN"
"Silver hake","Merluccius bilinearis","HKS"
"South Pacific hake","Merluccius gayi","PHA"
"Argentine hake","Merluccius hubbsi","HKP"
"North Pacific hake","Merluccius productus","NHA"
"Benguela hake","Merluccius polli","HKB"
"Deep-water Cape hake","Merluccius paradoxus","HKO"
"Offshore silver hake","Merluccius albidus","HOF"
"Panama hake","Merluccius angustimanus","MRG"
"Shallow-water Cape hake","Merluccius capensis","HKK"
"Patagonian hake","Merluccius patagonicus","HVP"
"Hakes nei","Merluccius spp","HKX"
"Cape hakes","Merluccius capensis, M.paradoxus","HKC"
"Luminous hake","Steindachneria argentea","SIG"
"Patagonian grenadier","Macruronus magellanicus","GRM"
"Blue grenadier","Macruronus novaezelandiae","GRN"
