"StockDatabaseID","StockKey","StockKeyLabel","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","ActiveYear","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
3131,169064,"bll.27.22-32","Brill (Scophthalmus rhombus) in subdivisions 22-32 (Baltic Sea)",136496,"bll-2232",2022,"Scophthalmus rhombus","Brill","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3.2",2020,3,2023,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"","Yes in year(s) 2013, 2017","demersal piscivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","8.3.2",NA,"2021-11-22T16:37:40.89+01:00"
3132,169265,"reb.27.14b","Beaked redfish  (Sebastes mentella) in Division 14.b, demersal (Southeast Greenland)",136705,"smn-grl",2022,"Sebastes mentella","Beaked redfish","Greenland Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","3.2",2022,1,2023,"Survey trends-based assessment",NA,"PA","Catches","Not used, considered negligible","Yes in year(s) 2015, 2018","demersal piscivore","Demersal","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","2.3.10",17158,"2022-06-15T20:38:34.103+01:00"
3133,169174,"nop.27.3a4","Norway pout (Trisopterus esmarkii) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",137811,"nop-34-oct",2022,"Trisopterus esmarkii","Norway pout","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGPOUT","Norway Pout Advice Drafting Group","1",2022,1,2023,"Age-based analytical assessment (seasonal SAM)",NA,"MSY","Catches","not used","NA","pelagic planktivore","Pelagic","medium benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.26",17613,"2022-10-13T08:35:44.667+01:00"
3134,169050,"ank.27.8c9a","Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)",136483,"anb-8c9a",2022,"Lophius budegassa","Black-bellied anglerfish","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","2.11",2022,1,2023,"SPiCT",NA,"MSY","Catches","not used","NA","demersal piscivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.2",17179,"2022-07-14T23:00:00.327+01:00"
3135,169073,"cap.27.1-2","Capelin (Mallotus villosus) in subareas 1 and 2 (Northeast Arctic), excluding Division 2.a west of 5°W (Barents Sea capelin)",136506,"cap-bars",2022,"Mallotus villosus","Capelin","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGCAP","Barents Sea Capelin Advice Drafting Group","1.8",2021,1,2022,"Age-structured model, based on acoustic survey and prediction six months ahead to calculate spawning biomass. The model estimates maturity, growth, and mortality (including predation by immature cod on pre-spawning capelin). Target escapement strateg",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","small pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","3.3.2",NA,"2021-10-12T12:29:59.42+01:00"
3204,169127,"hke.27.8c9a","Hake (Merluccius merluccius) in divisions 8.c and 9.a, Southern stock (Cantabrian Sea and  Atlantic Iberian waters)",136565,"hke-soth",2022,"Merluccius merluccius","Hake","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2022,1,2023,"",NA,"MP","Catches","in the assessment","NA","demersal piscivore","Demersal","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.8",17392,"2022-07-14T22:57:12.027+01:00"
3158,169305,"whg.27.7a","Whiting (Merlangius merlangus) in Division 7.a (Irish Sea)",136741,"whg-iris",2022,"Merlangius merlangus","Whiting","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2021,2,2023,"Analytical survey-based assessement indicative of trends",NA,"MSY","Catches","Not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.67",NA,"2021-11-17T10:09:08.693+01:00"
3159,169238,"pok.27.1-2","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",136675,"sai-arct",2022,"Pollachius virens","Saithe","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2022,1,2023,"Age-structured model (SAM) that uses landings in the model and the forecast",NA,"MP","Catches","Not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","3.3.10",17349,"2022-09-30T13:30:28.377+01:00"
3160,169276,"sol.27.7a","Sole (Solea solea) in Division 7.a (Irish Sea)",136716,"sol-iris",2022,"Solea solea","Sole","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2022,1,2023,"Age-structured model (XSA), uses landings in the model, and discards are then included to calculate a catch forecast",NA,"MSY","Catches","Advice","NA","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.62",17194,"2022-10-05T08:04:17.777+01:00"
3161,169273,"sol.27.7fg","Sole (Solea solea) in divisions 7.f and 7.g (Bristol Channel, Celtic Sea)",136713,"sol-celt",2022,"Solea solea","Sole","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2022,1,2023,"Age-structured model (SAM)",NA,"MSY","Catches","used to provide catch advice","NA","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.60",17180,"2022-10-05T08:05:05.33+01:00"
3195,169224,"rjn.27.678abd","Cuckoo ray (Leucoraja naevus) in subareas 6-7 and divisions 8.a-b and 8.d (West of Scotland, southern Celtic Seas, and western English Channel, Bay of Biscay)",141064,"rjn-678abd",2022,"Leucoraja naevus","Cuckoo ray","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2020,2,2022,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2020","demersal omnivore","Elasmobranch","medium rays",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.53",NA,"2021-10-25T13:04:48.32+01:00"
3136,169288,"syt.27.67","Greater-spotted dogfish (Scyliorhinus stellaris) in subareas 6 and 7 (West of Scotland, southern Celtic Sea, and the English Channel)",140788,"syt-celt",2022,"Scyliorhinus stellaris","Greater-spotted dogfish","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2021,2,2023,"Survey trends-based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2017, 2021","demersal benthivore","Elasmobranch","large sharks",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.63",NA,"2022-10-25T11:23:27.213+01:00"
3137,169220,"rjm.27.7ae-h","Spotted ray (Raja montagui) in divisions 7.a and 7.e-h (southern Celtic Seas and western English Channel)",140785,"rjm-7aeh",2022,"Raja montagui","Spotted ray","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2014, 2020","demersal benthivore","Elasmobranch","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.54",17492,"2022-09-30T08:17:50.97+01:00"
3138,169211,"rjf.27.67","Shagreen ray (Leucoraja fullonica) in subareas 6-7 (West of Scotland, southern Celtic Seas, English Channel)",136650,"rjf-celt",2022,"Leucoraja fullonica","Shagreen ray","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.2",2022,2,2024,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2018, 2022","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.47",17408,"2022-10-10T13:27:03.627+01:00"
3139,169214,"rjh.27.7afg","Blonde ray (Raja brachyura) in divisions 7.a and 7.f-g (Irish Sea, Bristol Channel, Celtic Sea North)",136652,"rjh-7afg",2022,"Raja brachyura","Blonde ray","Celtic Seas Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.2",2022,2,2024,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2018, 2022","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.40",17407,"2022-10-13T10:25:59.327+01:00"
3140,169202,"rjb.27.67a-ce-k","Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and divisions 7.a–c and 7.e–k (Celtic Seas and western English Channel)",136641,"rjb-celt",2022,"Dipturus batis","Common skate","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2022,2,2024,"no assessment",NA,"PA","Catches","not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.39",NA,"2022-10-10T13:29:16.207+01:00"
3141,169204,"rjc.27.7afg","Thornback ray (Raja clavata) in divisions 7.a and 7.f-g (Irish Sea, Bristol Channel, Celtic Sea North)",136643,"rjc-7afg",2022,"Raja clavata","Thornback ray","Celtic Seas Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","not used","Yes in year(s) 2020","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.41",17523,"2022-09-30T11:53:56.963+01:00"
3142,169156,"nep.fu.2324","Norway lobster (Nephrops norvegicus) in divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay) ",136597,"nep-2324",2022,"Nephrops norvegicus","Norway lobster","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"UWTV survey",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.14",NA,"2021-10-29T11:18:38.45+01:00"
3143,169154,"nep.fu.2021","Norway lobster (Nephrops norvegicus) in divisions 7.g and 7.h, functional units 20 and 21 (Celtic Sea)",136594,"nep-2021",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.14",NA,"2021-11-11T15:22:23.993+01:00"
3144,169291,"trs.27.22-32","Sea trout (Salmo trutta) in subdivisions 22-32 (Baltic Sea)",136729,"trt-bal",2022,"Salmo trutta","Sea trout","Baltic Sea Ecoregion","WGBAST","Assessment Working Group on Baltic Salmon and Trout",NA,NA,"4",2021,2,2023,"Evaluation of the relative status of stocks by comparing the observed parr densities to model-predicted maximal parr densities.",NA,"PA","Reduction","Not used","No","demersal piscivore","Pelagic","large pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","8.3.18",NA,"2021-12-10T11:12:39.54+01:00"
3145,169096,"fle.27.2223","Flounder (Platichthys flesus) in subdivisions 22 and 23 (Belt Seas and the Sound)",140776,"fle-2223",2022,"Platichthys flesus","Flounder","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3",2022,3,2025,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"Advice","No","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","8.3.5",17293,"2022-08-12T12:31:07.077+01:00"
3146,169181,"ple.27.24-32","Plaice (Pleuronectes platessa) in subdivisions 24-32 (Baltic Sea, excluding the Sound and Belt Seas)",136620,"ple-2432",2022,"Pleuronectes platessa","Plaice","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","2.11",2022,1,2023,"",NA,"MSY","Catches","assessment","NA","demersal benthivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","",16994,"2022-06-02T13:46:30.713+01:00"
3147,169091,"cyo.27.nea","Portuguese dogfish (Centroscymnus coelolepis, Centrophorus squamosus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136522,"cyo-nea",2022,"Centrophorus squamosus, Centroscymnus coelolepis","Portuguese dogfish","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA","No directed fisheries","not used","No","bathydemersal piscivore","Elasmobranch","large sharks",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.19",NA,"2019-10-17T07:54:32.797+01:00"
3148,169106,"guq.27.nea","Leafscale gulper shark (Centrophorus squamosus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136538,"guq-nea",2022,"Centrophorus squamosus","Leafscale gulper shark","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA","No directed fisheries","not used","No","na","Elasmobranch","na",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.11",NA,"2019-10-17T08:15:54.293+01:00"
3193,169075,"cod.27.22-24","Cod (Gadus morhua) in subdivisions 22-24, western Baltic stock (western Baltic Sea)",136508,"cod-2224",2022,"Gadus morhua","Cod","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2022,1,2023,"Age-structured model (SAM)",NA,"FMSY Ranges","Catches","Assessment","NA","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","",17001,"2022-06-02T13:40:17.217+01:00"
3149,169114,"had.27.6b","Haddock (Melanogrammus aeglefinus) in Division 6.b (Rockall)",136546,"had-rock",2022,"Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2021,1,2022,"Age-structured model (XSA), uses catches in the model and in the forecast",NA,"MSY","Catches","Assessment","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.25",NA,"2021-11-17T10:59:55.047+01:00"
3150,169185,"ple.27.7fg","Plaice (Pleuronectes platessa) in divisions 7.f and 7.g (Bristol Channel, Celtic Sea)",136624,"ple-celt",2022,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","3.2",2021,1,2022,"SPiCT used for trends",NA,"PA","Catches","Advice","Yes in year(s) 2012","demersal benthivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.35",17404,"2021-11-17T11:09:43.57+01:00"
3151,169236,"rng.27.1245a8914ab","Roundnose grenadier (Coryphaenoides rupestris) in subareas 1, 2, 4, 8, and 9, Division 14.a, and in subdivisions 14.b.2 and 5.a.2 (Northeast Atlantic and Arctic Ocean)",136673,"rng-oth",2022,"Coryphaenoides rupestris","Roundnose grenadier","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.2",2019,4,2023,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2015, 2019","pelagic crustaceavore","Demersal","large bathypelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.36",NA,"2022-09-30T12:43:14.767+01:00"
3152,169157,"nep.fu.25","Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 25 (southern Bay of Biscay and northern Galicia)",136598,"nep-25",2022,"Nephrops norvegicus","Norway lobster","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","2.13",2022,1,2023,"SPiCT",NA,"MSY/PA","Catches","not used","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.9",17391,"2022-07-14T22:49:24.473+01:00"
3153,169160,"nep.fu.30","Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Unit 30 (Atlantic Iberian waters East and Gulf of Cadiz)",136601,"nep-30",2022,"Nephrops norvegicus","Norway lobster","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","3.2",2021,1,2022,"UWTV survey",NA,"PA","Catches","not used. this should be re-evaluated","Yes in year(s) 2019","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.18",NA,"2021-10-29T11:33:27.153+01:00"
3154,169161,"nep.fu.31","Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 31 (southern Bay of Biscay and Cantabrian Sea)",136602,"nep-31",2022,"Nephrops norvegicus","Norway lobster","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","2.11",2022,1,2023,"SPiCT",NA,"MSY","Catches","included in assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.19",17266,"2022-07-14T22:48:09.587+01:00"
3155,169143,"mur.27.3a47d","Striped red mullet (Mullus surmuletus) in Subarea 4 and divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)",137436,"mur-347d",2022,"Mullus surmuletus","Striped red mullet","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","5",2021,2,2023,"Age-based assessment indicative of trends",NA,"PA","Catches","not used","Yes in year(s) 2013, 2017, 2021","demersal benthivore","Demersal","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.8",NA,"2022-07-06T09:32:54.66+01:00"
3156,169079,"cod.27.1-2","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)",136512,"cod-arct",2022,"Gadus morhua","Cod","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2021,1,2022,"SAM, with cannibalism estimated",NA,"MP","Catches","not used","NA","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","3.3.3",NA,"2022-09-30T13:14:44.06+01:00"
3157,169115,"her.27.25-2932","Herring (Clupea harengus) in subdivisions 25-29 and 32, excluding the Gulf of Riga (central Baltic Sea)",136552,"her-2532-gor",2022,"Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2022,1,2023,"Age-structured model (XSA)",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","",17346,"2022-08-30T10:45:56.723+01:00"
3190,169673,"her.27.3031","Herring (Clupea harengus) in Subdivisions 30 and 31 (Gulf of Bothnia)",NA,NA,2022,"Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2022,1,2023,"Age-structured model (SAM) used for trends",NA,"FMSY Ranges","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00",NA,16997,"2022-06-02T14:00:38.09+01:00"
3162,169785,"ldb.27.7b-k8abd","Four-spot megrim (Lepidorhombus boscii) in divisions 7.b-k, 8.a-b, and 8.d (west and southwest of Ireland, Bay of Biscay)",NA,NA,2022,"Lepidorhombus boscii","Four-spot megrim","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","5.2",2022,1,2023,"None",NA,"PA","Catches","Included","Yes in year(s) 2017, 2021","bathydemersal piscivore","Benthic","medium bathydemersal",TRUE,"2022-11-01T12:32:17.67+01:00",NA,17389,"2022-07-14T22:56:15.15+01:00"
3163,194229,"pil.27.7","Sardine (Sardina pilchardus) in Subarea 7 (Southern Celtic Seas, English Channel) ",NA,NA,2022,"Sardina pilchardus","Sardine","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGHANSA","Working Group on Southern Horse Mackerel, Anchovy, and Sardine","ADGHANSA","Advice Drafting Grouy on Southern horse mackerel, anchovy, sardine","3",2021,1,2022,"Survey trends-based assessment",NA,"PA","Catches","Discards considered negligible","No","pelagic planktivore","Pelagic","small pelagic",TRUE,"2022-11-01T12:32:17.67+01:00",NA,NA,"2022-08-17T10:38:30.6+01:00"
3164,194230,"pil.27.8abd","Sardine (Sardina pilchardus) in divisions 8.a-b and 8.d (Bay of Biscay)",NA,NA,2022,"Sardina pilchardus","Sardine","Bay of Biscay and the Iberian Coast Ecoregion","WGHANSA","Working Group on Southern Horse Mackerel, Anchovy, and Sardine",NA,NA,"1",2021,1,2022,"Analytical assessment",NA,"MSY","Catches","Considered negligible","NA","pelagic planktivore","Pelagic","small pelagic",TRUE,"2022-11-01T12:32:17.67+01:00",NA,NA,"2022-01-14T11:04:34.15+01:00"
3205,195875,"ank.27.78abd","Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)",169049,"ank.27.78ab",2022,"Lophius budegassa","Black-bellied anglerfish","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2022,1,2023,"Length-based age-structured Stock Synthesis model",NA,"MSY","Catches","used","NA","demersal piscivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.1",17653,"2022-07-14T23:00:27.733+01:00"
3165,195876,"mon.27.78abd","White anglerfish (Lophius piscatorius) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)",169055,"mon.27.78ab",2022,"Lophius piscatorius","White anglerfish","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2022,1,2023,"Length-based age-structured Stock Synthesis model",NA,"MSY","Catches","used","NA","demersal piscivore","Benthic","large bathydemersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.3",17284,"2022-07-14T22:51:05.963+01:00"
3166,197909,"spr.27.3a4","Sprat (Sprattus sprattus) in Division 3.a and Subarea 4 (Skagerrak, Kattegat and North Sea)",NA,NA,2022,"Sprattus sprattus","Sprat","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSprat","Sprat Advice Drafting Group","1",2022,1,2023,"Age-based analytical assessment (SMS) that uses landings in the model.",NA,"MSY","Catches",NA,"NA","pelagic planktivore","Pelagic","small pelagic",TRUE,"2022-11-01T12:32:17.67+01:00",NA,17000,"2022-08-16T14:23:03.363+01:00"
3167,199793,"sal.neac.all","Salmon (Salmo salar) in Northeast Atlantic and Arctic Ocean",NA,NA,2022,"Salmo salar","Salmon","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGNAS","Working Group on North Atlantic Salmon","RG/ADGSalmon","Salmon Review and Advice Drafting Group","1",2021,1,2022,"Analytical model, run-reconstruction models and Bayesian forecasts, taking into account uncertainties in data and process error (results presented in a risk analysis framework)",NA,"MSY","Catches","Not used","NA","pelagic piscivore","Pelagic","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","10.3.3",NA,"2021-10-29T11:46:05.567+01:00"
3168,199794,"sal.nac.all","Salmon (Salmo salar) from North America",NA,NA,2022,"Salmo salar","Salmon","Greenland Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGNAS","Working Group on North Atlantic Salmon","RG/ADGSalmon","Salmon Review and Advice Drafting Group","1",2021,1,2022,"Analytical model, run-reconstruction models and Bayesian forecasts, taking into account uncertainties in the data",NA,"MSY/PA","Catches","Not used","NA","pelagic piscivore","Pelagic","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","10.3.1",NA,"2021-10-29T11:44:11.297+01:00"
